,category,headline,authors,link,short_description,date
5876,POLITICS,"The AHCA Discriminates Against Me And Other Young, Sick People","Kathryn Poe, ContributorStudent at Capital University",https://www.huffingtonpost.com/entry/the-age-discrimination-of-the-american-healthcare-act_us_590e2d68e4b046ea176aebcc,The new GOP health bill guarantees unaffordable care for the next generation of sick Americans.,2017-05-06
5877,POLITICS,Devin Nunes Cancels House Intelligence Committee Meetings Amid Growing Questions,Marina Fang,https://www.huffingtonpost.com/entry/devin-nunes-trump-intelligence-committee_us_58da50dbe4b00f68a5caa9cd,The chairman is in hot water.,2017-03-28
5878,CRIME,Shooting At Washington State Mall Kills At Least 4,,https://www.huffingtonpost.com/entry/shooting-washington-mall_us_57e5eff1e4b08d73b8318c2f,A manhunt was launched to find the suspect.,2016-09-24
5879,POLITICS,Donald The Dangerous,,https://www.huffingtonpost.comhttp://www.nytimes.com/2016/03/06/opinion/sunday/donald-the-dangerous.html,"Is there any scarier nightmare than President Donald J. Trump in a tense international crisis, indignant and impatient, with",2016-03-06
5880,POLITICS,Why Conservatives Should Want to End the Drug War,"James Carli, ContributorDrug Policy and Sustainability Consultant",https://www.huffingtonpost.com/entry/conservative-drug-policy_b_5523116.html,Drug policy reform is an issue that conservatives should rally behind. There are three overwhelming and compelling reasons why this is so.,2014-06-23
5881,POLITICS,Steve Bannon Blasts 'Javanka' As Everything Wrong With The White House,Mary Papenfuss,https://www.huffingtonpost.com/entry/bannon-blasts-javankaat-white-house_us_5a3efe16e4b0b0e5a7a29a12,"And the president is ""like an 11-year-old child,"" he tells Vanity Fair.",2017-12-24
5882,POLITICS,EPA Chief Apologizes For Huge Colorado Mine Spill,Kate Sheppard,https://www.huffingtonpost.com/entry/epa-colorado-mine_us_55ca70c9e4b0f73b20bb08a3,"The leak released lead, arsenic, cadmium and other dangerous contaminants into waterways.",2015-08-11
5883,POLITICS,Conservative Heavyweights Come Out Against Trump,,https://www.huffingtonpost.comhttp://www.nationalreview.com/article/430126/donald-trump-conservatives-oppose-nomination,"As the election of 2008 approached, America was in crisis. And as we would soon learn, that crisis would not go to waste",2016-01-22
5884,POLITICS,Trump Campaign Shrinks Lewandowski's Role,,https://www.huffingtonpost.comhttp://www.politico.com/story/2016/04/donald-trump-corey-lewandowski-shrinking-role-campaign-221487,"In public, Donald Trump is standing behind embattled campaign manager Corey Lewandowski as he faces battery charges for grabbing",2016-04-02
5885,POLITICS,Ben Carson Is The Smartest Guy In The Room. And The Weirdest.,Scott Conroy,https://www.huffingtonpost.com/entry/ben-carson-campaign-trail_us_560eccabe4b0af3706e0a39b,The man battling with Donald Trump at the top of the GOP polls brings his eccentric and paranoid brand to the campaign trail.,2015-10-04
5886,CRIME,Dozens Injured In Long Island Rail Road Derailment,"Chris Michaud, Reuters",https://www.huffingtonpost.com/entry/dozens-injured-in-long-island-rail-road-derailment_us_57fa4c92e4b0e655eab5264b,"No one was killed, and early reports indicate that there were no serious injuries.",2016-10-09
5887,CRIME,Man Allegedly Threatens To Cut Throat Of Off-Duty Muslim NYPD Cop,Ron Dicker,https://www.huffingtonpost.com/entry/off-duty-muslim-nypd-cop-threatened_us_58454edbe4b09e21702f7e8f,"""Go back to your country,"" suspect told Aml Elsokary after shoving her son, cops say.",2016-12-05
5888,POLITICS,Dying GOP Senator Apologizes To Muslims For Donald Trump,,https://www.huffingtonpost.comhttp://www.thedailybeast.com/articles/2016/05/18/dying-gop-senator-apologizes-to-muslims-for-donald-trump.html,Bob Bennett spent his last days letting Muslims know how sorry he was that an Islamophobe had become his party’s all-but,2016-05-19
5889,POLITICS,Reince Priebus To America: 'Hold On. Help Is Coming' With Donald Trump,Igor Bobic,https://www.huffingtonpost.com/entry/reince-priebus-donald-trump_us_57916315e4b00c9876cedad1,The Republican National Committee chairman addressed delegates at the GOP convention.,2016-07-22
5890,CRIME,1 Dead After Shooting At Delta State University,"JEFF AMY, Associated Press",https://www.huffingtonpost.com/entry/1-dead-after-shooting-at-delta-state-university_us_55f6fa64e4b042295e3703af,The campus is still on lockdown.,2015-09-14
5891,POLITICS,Newly Released Recordings Capture Abuse in Immigration Detention,"Sarah Shourd, ContributorAuthor, Former Hostage and Contributing Editor at Solitary Watch",https://www.huffingtonpost.com/entry/newly-released-recordings_b_5671794.html,"This week Community Initiatives for Visiting Immigrants in Confinement (CIVIC) released seven audio recordings and videos documenting arbitrary use of solitary confinement, sexual assault, physical abuse by federal agents, prolonged detention, retaliatory transfers, and other aspects of life inside U.S. immigration detention.",
5892,POLITICS,The Big New Idea For Reducing Health Care Costs Is Actually Really Old,Jonathan Cohn,https://www.huffingtonpost.com/entry/california-health-care-price-control_us_5ad66dcde4b0e4d0715b21d8,Price controls are getting a serious look in California.,2018-04-20
5893,CRIME,DJ Fined For Playing 'F**k Tha Police' While Cops Cleared Out Bar,Nina Golgowski,https://www.huffingtonpost.com/entry/fk-tha-police-dj_us_56eab747e4b0b25c91848aae,"Officers say the music represented ""an intentional act... to incite the crowd.""",2016-03-17
5894,POLITICS,How Barack Obama Can End the Economic Sanctions Against Cuba,"Salim Lamrani, ContributorDoctor, Paris Sorbonne Paris IV University, Lecturer, Universi...",https://www.huffingtonpost.com/entry/how-barack-obama-can-end-_b_6476458.html,"With the authorization of conventional tourism to Cuba, the business community would certainly put pressure on members of Congress, whose political careers depend largely on the private funding they receive from companies, to permanently end the economic sanctions against Cuba.",2015-01-15
5895,CRIME,Army Soldier Found Dead In Barracks On Alaska Military Base,"Alaska Dispatch News, Contributor
Alaska's best news and opinion",https://www.huffingtonpost.com/entry/army-soldier-found-dead-i_us_5ba2b223e4b0c2784da4765d,"The soldier appeared to have died from a gunshot wound, according to the three-sentence statement (PDF) from Lt. Col. William",2012-12-25
5896,POLITICS,Betsy DeVos at CPAC: Obama's Guidance For Transgender Students Was 'Overreach',Rebecca Klein,https://www.huffingtonpost.com/entry/betsy-devos-transgender-cpac_us_58af2e41e4b0780bac274cfd,"DeVos emphasized that she is in line with the Trump administration's stance, though media reports say otherwise.",2017-02-23
5897,CRIME,"Forensic Science Is Not CSI, in Ferguson or Anywhere Else","William Lynch III, ContributorVice President, New Business Initiatives, Bill Lynch Associate...",https://www.huffingtonpost.com/entry/forensic-science-is-not-csi-in-ferguson-or-anywhere-else_b_6356740.html,None of this is to say that we need to toss all the evidence out and start at square one. Nor am I saying that the evidence supporting Wilson's account is totally false. My point is that everyone must realize that forensic science is not absolute like on television.,2014-12-20
5898,CRIME,Should We Discharge Terminally Ill Inmates?,"Paul Heroux, ContributorState Representative, Massachusetts",https://www.huffingtonpost.com/entry/should-we-discharge-termi_b_8381990.html,Some people may quickly say that inmates are in prison for punishment and therefore they should not get healthcare paid for by taxpayers. That thinking is not consistent with our American values.,2015-10-25
5899,CRIME,Serial Killer's Ohio Home Available For Rent During Republican Convention,,https://www.huffingtonpost.com/entry/serial-killer-jeffrey-dahmer-home-republican_us_56ff6a70e4b0daf53aefcb5e,Jeffrey Dahmer committed his first murder inside the house.,2016-04-02
5900,CRIME,Louisiana Cop Targeted Hispanic Drivers In Traffic Thefts: Police,Nina Golgowski,https://www.huffingtonpost.com/entry/cop-allegedly-targeted-hispanics_us_56853eebe4b014efe0da4549,"Police say Laquinton Banks stole more than $1,600 from motorists who didn't speak English.",2015-12-31
5901,POLITICS,POLLS: Tight Race For Clinton And Sanders In California,,https://www.huffingtonpost.comhttp://elections.huffingtonpost.com/pollster/2016-california-democratic-presidential-primary,This chart combines the latest opinion polls on the Democratic primary race in California,2016-06-03
5902,POLITICS,Virginia AG Welcomes Home Libyan Student Who Was Almost Banned Before She Could Graduate,Kim Bellware,https://www.huffingtonpost.com/entry/mark-herring-virginia-travel-ban_us_5897c4cce4b0406131377663,"“Even if we’re successful in getting that ban overturned, a lot of damage has been done,"" Attorney General Mark Herring said.",2017-02-06
5903,CRIME,Teacher: 'I Still Love' Tsarnaev After Bombing,Michael McLaughlin,https://www.huffingtonpost.com/entry/becki-norris-tsarnaev-teacher_n_7197072.html,,2015-05-03
5904,POLITICS,This Clinton-Trump Debate Duet Shows The Internet Has Given Up On Politics,Carla Herreria,https://www.huffingtonpost.com/entry/debate-time-of-my-life_us_57fc13a2e4b0e655eab70c91,The nominees had the time of their lives on Sunday night.,2016-10-11
5905,POLITICS,Montana Tribe Sues Trump Administration For Lifting Coal Moratorium,"Valerie Volcovici, Reuters",https://www.huffingtonpost.com/entry/montana-tribe-sues-trump-administration-for-lifting-coal-moratorium_us_58dc27c4e4b05eae031ceb26,The Northern Cheyenne Tribe has decided to fight back.,2017-03-29
5906,POLITICS,Seattle City Councilwoman Arrested While Protesting Alaska Airlines Over Workers' Wages,Sarah Harvard,https://www.huffingtonpost.com/entry/kshama-sawant-arrested_n_6192624.html,,2014-11-20
5907,CRIME,Racist Graffiti Scrawled All Over Georgia High School,Philip Lewis,https://www.huffingtonpost.com/entry/racist-graffiti-scrawled-all-over-georgia-high-school_us_5835d444e4b000af95ed8ad5,The graffiti included references to the KKK and to Donald Trump.,2016-11-23
5908,POLITICS,Trump's Tailspin,"Chris Weigant, ContributorChris Weigant is a political commentator.",https://www.huffingtonpost.com/entry/trumps-tailspin_us_5994d1e3e4b055243ea135a6,"So, America, are we tired of all that “winning” yet? Yes, that was a facetious question, intended to point out that America",2017-08-16
5909,POLITICS,What Would Trump’s Deposal Mean For Democrats — And Are They Ready?,"Donna Kassin, ContributorPolitical Writer and Commentator",https://www.huffingtonpost.com/entry/what-would-trumps-deposal-mean-for-democrats-and_us_58e13870e4b0d804fbbb740e,We may well have to embrace some of Trump’s disillusioned followers to the fold of Democratic communities — and practice forgiveness.,2017-04-06
5910,POLITICS,Sessions And Mueller: Can Trump Fire All Of The President's Men?,"Aiko Stevenson, ContributorFreelance Writer",https://www.huffingtonpost.com/entry/trump-sessions-mueller-all-of-the-presidents-men_us_5978c614e4b0c6616f7ce6ed,"Repeating the aggressive approach that he took during last year’s campaign, Donald Trump has stepped up his tyrannical assault",2017-07-26
5911,POLITICS,"Voters Say Economy, Supreme Court, Are Top Campaign Issues",Ariel Edwards-Levy,https://www.huffingtonpost.com/entry/economy-supreme-court-campaign-issues-poll_us_57ae4804e4b069e7e5057496,"Two-thirds acknowledge terrorism is getting worse, but foreign policy is way down on the list of important issues.",2016-08-13
5912,POLITICS,"On the Road To Term 4, Jerry Brown Dispenses With Kashkari and Rolls With Arnold Schwarzenegger","William Bradley, ContributorPolitical Analyst",https://www.huffingtonpost.com/entry/on-the-road-to-term-4-jer_b_5780712.html,"After kicking off the fall campaign with his latest Labor Day weekend tour, Governor Jerry Brown  ...  wait. That didn't happen. I don't know what Jerry Brown did on Labor Day weekend, but it wasn't that.",
5913,POLITICS,James Comey's Clinton Email Announcement Leaves Voters In The Dark,Ryan J. Reilly,https://www.huffingtonpost.com/entry/fbi-clinton-james-comey_us_5816b6b7e4b0990edc31e263,The FBI director's move has put the Democratic nominee in an awkward position.,2016-10-31
5914,CRIME,Deadly Shooting Spree Suspect Arrested,Simon McCormack,https://www.huffingtonpost.com/entry/suspect-in-idaho-shooting-spree_n_6451376.html,,2015-01-11
5915,CRIME,Police Searching For Missing 'X-Men' Producer,David Lohr,https://www.huffingtonpost.com/entry/police-searching-for-missing-x-men-producer_us_565e0986e4b08e945fed0318,Eric Kohler mysteriously disappeared two days before Thanksgiving.,2015-12-01
5916,POLITICS,Cruz To Trounce Trump In Virginia Delegate Election,,https://www.huffingtonpost.comhttp://www.politico.com/story/2016/04/cruz-to-trounce-trump-in-virginia-delegate-election-222603,"Ted Cruz got crushed in Virginia on primary day, but even Donald Trump’s forces believe he’s about to stuff the state’s national",2016-04-29
5917,POLITICS,GOP Senator Slams EPA Administrator Scott Pruitt For 'Juvenile' Behavior,Igor Bobic,https://www.huffingtonpost.com/entry/scott-pruitt-john-kennedy_us_5aca30e8e4b07a3485e5c0d3,"“Stop acting like a chucklehead,"" Sen. John Kennedy (R-La.) said.",2018-04-08
5918,POLITICS,Fusion GPS Co-Founder Tells Congress He Thinks Russians 'Infiltrated' The NRA,Hayley Miller,https://www.huffingtonpost.com/entry/fusion-gps-house-nra-russians_us_5a6118f9e4b01d91b2542465,"""Vladimir Putin is not in favor of universal gun ownership for Russians. And so it's all a big charade, basically,"" Glenn Simpson said.",2018-01-19
5919,POLITICS,"Gardner Wants To End, Not Protect, Insurance Coverage For 400,000 Coloradans","Jason Salzman, ContributorFormer Media Critic, Rocky Mountain News",https://www.huffingtonpost.com/entry/gardner-wants-to-end-not-protect-insurance-coverage_us_594054b9e4b03e17eee08793,"Back in March, Colorado Sen. Cory Gardner joined fellow Republican Senators Shelley Moore Capito of West Virginia, Lisa Murkowski",2017-06-14
5920,CRIME,"'Ritual Killing' May Be Linked To Blue Moon, Police Say",Steven Hoffer,https://www.huffingtonpost.com/entry/ritual-killing_us_55c2009be4b0f7f0bebaf257,"""Our person of interest has some ties to a faith or religion that is indicative of that,"" the sheriff said.",2015-08-05
5921,CRIME,"Even When the Subject Is Gun Control, Our Government Wins When Justice Is Done","Steven Strauss , Contributor
John L. Weinberg/Goldman Sachs & Co. Visiting Professor at Pri...",https://www.huffingtonpost.com/entry/new-york-city-concealed-weapons_us_5ba2c64fe4b0c2784da6177d,"I'm an advocate of gun control, and a knee-jerk opponent of the National Rifle Association (NRA). It's extraordinary that I find myself concurring with the NRA about 2 tourists recently arrested in NYC.",2012-02-12
