S.no,category,headline,authors,link,short_description,date,text,processed_text,text_length
1393,POLITICS,Energy Company Tied To Major Trump Donor Feuds With San Juan Mayor Over Business Deal,Hayley Miller,https://www.huffingtonpost.com/entry/san-juan-mayor-whitefish_us_59f0d311e4b0af27f5890ed7,"""What is it about women having an opinion that irritates some?"" Carmen Yulín Cruz tweeted Wednesday at Montana-based Whitefish Energy.",2017-10-25,"Energy Company Tied To Major Trump Donor Feuds With San Juan Mayor Over Business Deal ""What is it about women having an opinion that irritates some?"" Carmen Yulín Cruz tweeted Wednesday at Montana-based Whitefish Energy.",energy company tied major trump donor feud san juan mayor business deal woman opinion irritates carmen yulín cruz tweeted wednesday whitefish energy,148
2270,POLITICS,Scott Pruitt's Plan To Outsource Part Of EPA Overhaul To Automaker Raises Concerns,Alexander C. Kaufman,https://www.huffingtonpost.com/entry/pruitt-toyota-partnership_us_5a29bbc7e4b069ec48abfce8,The announcement came one day after a Volkswagen executive was sentenced to prison for an emissions scandal.,2017-12-07,Scott Pruitt's Plan To Outsource Part Of EPA Overhaul To Automaker Raises Concerns The announcement came one day after a Volkswagen executive was sentenced to prison for an emissions scandal.,scott pruitt plan outsource part epa overhaul automaker raise concern announcement came one day volkswagen executive sentenced prison emission scandal,150
6574,POLITICS,White Militiamen Charged In Plot To Massacre Muslims Argue They're Just 'Knuckleheads',Ryan J. Reilly,https://www.huffingtonpost.com/entry/domestic-terrorism-kansas-militia_us_5ac78647e4b0337ad1e759b5,Three Kansas men on trial in a domestic terrorism case are trying out arguments that wouldn't fly in other terrorism cases.,2018-04-11,White Militiamen Charged In Plot To Massacre Muslims Argue They're Just 'Knuckleheads' Three Kansas men on trial in a domestic terrorism case are trying out arguments that wouldn't fly in other terrorism cases.,white militiaman charged plot massacre muslim argue three kansa men trial domestic terrorism case trying argument would fly terrorism case,138
7272,POLITICS,Bernie Sanders Touts Big Fundraising Haul After Dem Debate,Alana Horowitz Satlin,https://www.huffingtonpost.com/entry/bernie-sanders-fundraising-debate_us_561e429ee4b028dd7ea5c825,"Bern, baby, Bern!",2015-10-14,"Bernie Sanders Touts Big Fundraising Haul After Dem Debate Bern, baby, Bern!",bernie sander tout big fundraising haul dem debate bern baby bern,65
739,POLITICS,An Open Letter To Senator Lamar Alexander About Betsy DeVos,"Diane Ravitch, Guest WriterGuest Writer",https://www.huffingtonpost.com/entry/an-open-letter-to-senator-lamar-alexander_us_5884ebc9e4b070d8cad330ac,She would be the first Secretary of Education in our history to be hostile to public education.,2017-01-22,An Open Letter To Senator Lamar Alexander About Betsy DeVos She would be the first Secretary of Education in our history to be hostile to public education.,open letter senator lamar alexander betsy devos would first secretary education history hostile public education,112
6786,CRIME,Second Ex-Student Admits To Placing Noose On Ole Miss Statue,,https://www.huffingtonpost.com/entry/ole-miss-statue-noose_us_56f4fcc6e4b0143a9b47e1c9,"The rope was hung over the memorial to James Meredith, the school's first black student.",2016-03-25,"Second Ex-Student Admits To Placing Noose On Ole Miss Statue The rope was hung over the memorial to James Meredith, the school's first black student.",second admits placing noose ole miss statue rope hung memorial james meredith school first black student,104
4235,POLITICS,Bison Charge Across The Landscape Amid Dakota Pipeline Protests,Hilary Hanson,https://www.huffingtonpost.com/entry/bison-buffalo-dakota-pipeline_us_5814d37de4b0390e69d0987c,"Many saw the animals as a symbol of hope, as police clashed with protesters.",2016-10-29,"Bison Charge Across The Landscape Amid Dakota Pipeline Protests Many saw the animals as a symbol of hope, as police clashed with protesters.",bison charge across landscape amid dakota pipeline protest many saw animal symbol hope police clashed protester,111
3536,POLITICS,Chris Christie Yells At Town Hall Attendee For Quoting His Own Comments On Climate,Kate Sheppard,https://www.huffingtonpost.com/entry/chris-christie-town-hall-climate_us_55e7243be4b0b7a9633b2889,"Republican presidential candidate denies saying ""by breathing we contribute to"" climate change.",2015-09-02,"Chris Christie Yells At Town Hall Attendee For Quoting His Own Comments On Climate Republican presidential candidate denies saying ""by breathing we contribute to"" climate change.",chris christie yell town hall attendee quoting comment climate republican presidential candidate denies saying breathing contribute climate change,146
4222,POLITICS,"One Week, Three Lessons on the Exclusivity of Exceptionalism in America","Eoin Higgins, Contributoreoinhiggins.com",https://www.huffingtonpost.com/entry/post_9328_b_7141316.html,"Three events in the week beginning April 20, 2015, show convincingly that the American promise of national and global societal justice is a lie.",2015-04-27,"One Week, Three Lessons on the Exclusivity of Exceptionalism in America Three events in the week beginning April 20, 2015, show convincingly that the American promise of national and global societal justice is a lie.",one week three lesson exclusivity exceptionalism america three event week beginning april show convincingly american promise national global societal justice lie,161
4607,POLITICS,Harry Reid Joins Call For Obama To Take Action On Dark Money,Paul Blumenthal,https://www.huffingtonpost.com/entry/harry-reid-obama-dark-money_us_56412a63e4b0b24aee4b8ab3,Democrats and reform groups want the president to issue an executive order on campaign finance disclosure.,2015-11-11,Harry Reid Joins Call For Obama To Take Action On Dark Money Democrats and reform groups want the president to issue an executive order on campaign finance disclosure.,harry reid join call obama take action dark money democrat reform group want president issue executive order campaign finance disclosure,136
6799,POLITICS,Judges Hit Donald Trump's Lawyer Hard About Legality Of Travel Ban,Cristian Farias,https://www.huffingtonpost.com/entry/muslim-travel-ban-fourth-circuit-court-appeals_us_59106cc3e4b0104c73507322,A key question an appeals court must answer is whether the president's anti-Muslim statements can be held against him.,2017-05-08,Judges Hit Donald Trump's Lawyer Hard About Legality Of Travel Ban A key question an appeals court must answer is whether the president's anti-Muslim statements can be held against him.,judge hit donald trump lawyer hard legality travel ban key question appeal court must answer whether president statement held,125
7227,POLITICS,Lines To Vote In Arizona Were So Long That People Started Ordering Pizza,Alana Horowitz Satlin,https://www.huffingtonpost.com/entry/arizona-voting-lines-pizza_us_56f24dbee4b04c4c37608bc0,"Though polls closed at 7 p.m., the last vote didn't come in until after midnight.",2016-03-23,"Lines To Vote In Arizona Were So Long That People Started Ordering Pizza Though polls closed at 7 p.m., the last vote didn't come in until after midnight.",line vote arizona long people started ordering pizza though poll closed last vote come midnight,95
6226,POLITICS,Matt Bevin To Remove Clerk Names From Kentucky Marriage Licenses,,https://www.huffingtonpost.com/entry/matt-bevin-kentucky-marriage-licenses_us_563d2042e4b0411d30712569,It is unclear what impact his order would have on the case of Rowan County Clerk Kim Davis.,2015-11-06,Matt Bevin To Remove Clerk Names From Kentucky Marriage Licenses It is unclear what impact his order would have on the case of Rowan County Clerk Kim Davis.,matt bevin remove clerk name kentucky marriage license unclear impact order would case rowan county clerk kim davis,115
4980,CRIME,Charlottesville Rally Organizer Jason Kessler Indicted On Perjury Charge,Sebastian Murdock,https://www.huffingtonpost.com/entry/jason-kessler-indicted_us_59d4eef8e4b0218923e6da60,"""I’ll admit that what I did was not legal.""",2017-10-04,"Charlottesville Rally Organizer Jason Kessler Indicted On Perjury Charge ""I’ll admit that what I did was not legal.""",charlottesville rally organizer jason kessler indicted perjury charge admit legal,81
1207,POLITICS,Why 'Trump Administration' Is An Oxymoron,Howard Fineman,https://www.huffingtonpost.com/entry/why-trump-administration-is-an-oxymoron_us_58cb1996e4b00705db4dd6ae,Don’t cheer: A White House adrift is a dangerous thing.,2017-03-19,Why 'Trump Administration' Is An Oxymoron Don’t cheer: A White House adrift is a dangerous thing.,administration oxymoron cheer white house adrift dangerous thing,64
7783,POLITICS,The Incredible Shrinking Democratic Party,"Joseph A. Palermo, ContributorProfessor, historian, author",https://www.huffingtonpost.com/entry/the-incredible-shrinking-_7_b_6228744.html,The internal sniping and bickering has already begun among Democratic ranks but it's their own damn fault. The internal debates following the 2014 midterm elections highlight the ideological schizophrenia that continues to plague the Democratic Party.,2014-11-27,The Incredible Shrinking Democratic Party The internal sniping and bickering has already begun among Democratic ranks but it's their own damn fault. The internal debates following the 2014 midterm elections highlight the ideological schizophrenia that continues to plague the Democratic Party.,incredible shrinking democratic party internal sniping bickering already begun among democratic rank damn fault internal debate following midterm election highlight ideological schizophrenia continues plague democratic party,224
5654,CRIME,"Priest Collared For Requesting Oral Sex In The Park, Sheriff Says",Ron Dicker,https://www.huffingtonpost.com/entry/priest-collared-for-requesting-oral-sex-in-the-park-sheriff-says_us_571a66cce4b0d0042da91c57,"""My whole family, they are shocked over it.""",2016-04-23,"Priest Collared For Requesting Oral Sex In The Park, Sheriff Says ""My whole family, they are shocked over it.""",priest collared requesting oral sex park sheriff say whole family shocked,73
1134,POLITICS,Alex Jones Calls A Press Conference To Tell Reporters They Suck,Roque Planas,https://www.huffingtonpost.com/entry/alex-jones-press-conference_us_5903e25ce4b0bb2d086eaa9b,The gag order from his child custody trial has been lifted. Lucky us.,2017-04-29,Alex Jones Calls A Press Conference To Tell Reporters They Suck The gag order from his child custody trial has been lifted. Lucky us.,alex jones call press conference tell reporter suck gag order child custody trial lifted lucky u,96
